tract_geoid,pop2020,frey_votes,opponent_votes,total_votes,n_blocks,year,frey_share,opponent_name
27053011998,4292,673.1642946648354,434.10072622770724,1107.265020892543,81,2017,60.79522805860985,Dehn
27053012001,6331,1239.3422373120834,417.3972740746206,1656.7395113867042,108,2017,74.80610130887409,Dehn
27053012003,5290,620.338602260569,319.6340359381391,939.9726381987083,78,2017,65.99538933913422,Dehn
27053012101,3004,305.1557684716056,152.02012108688294,457.17588955848856,51,2017,66.74800124877662,Dehn
27053012102,2935,390.0208148469375,176.02515042561433,566.0459652725519,60,2017,68.90267553786767,Dehn
27053100200,3764,304.4401976471469,222.94412586186806,527.3843235090148,71,2017,57.7264404868005,Dehn
27053100400,3388,184.10341720740828,111.50408229776566,295.60749950517396,50,2017,62.27968421490807,Dehn
27053100500,1978,271.48864785342886,151.89168463756155,423.38033249099027,62,2017,64.12405750075938,Dehn
27053100700,3139,240.21613188097547,164.7471573482097,404.96328922918536,47,2017,59.31800196956305,Dehn
27053100800,4209,176.78504272311758,120.2167899498481,297.0018326729658,49,2017,59.523216113544606,Dehn
27053100900,5005,191.96384130012234,134.60027620673068,326.56411750685294,69,2017,58.78289469328914,Dehn
27053101200,4913,791.5410928558374,533.0833250667685,1324.624417922605,85,2017,59.75588869916827,Dehn
27053101300,1887,113.19114667919553,78.09743550442406,191.28858218361967,24,2017,59.17297592312243,Dehn
27053101600,3174,87.13415035485444,58.86028935788266,145.99443971273712,51,2017,59.68319788500309,Dehn
27053101800,4153,335.51656171256445,382.35804488229485,717.874606594859,66,2017,46.73748850151448,Dehn
27053101900,2833,363.633981421881,265.13586860383293,628.7698500257139,37,2017,57.83260463379565,Dehn
27053102000,2317,112.33846999039747,106.08246184312597,218.42093183352344,44,2017,51.43209904260452,Dehn
27053102100,2809,75.82630772775471,89.59385595331541,165.4201636810701,34,2017,45.8386124402269,Dehn
27053102500,2746,277.70623273088785,319.29051532734417,596.9967480582321,37,2017,46.51721029203996,Dehn
27053102600,2023,211.47835226295106,185.35009855876373,396.82845082171485,62,2017,53.29213463022666,Dehn
27053102800,2999,113.47624270288435,128.80469623264736,242.28093893553165,47,2017,46.83663651026181,Dehn
27053103000,1779,253.05555060760952,195.9134873026079,448.9690379102173,34,2017,56.36369754704875,Dehn
27053103100,2161,309.39131645763763,222.27616370155064,531.6674801591882,22,2017,58.19263505922946,Dehn
27053103400,3063,77.26390841354475,55.1725381911609,132.43644660470562,57,2017,58.34036656401764,Dehn
27053103600,3093,503.47445007818214,298.0526716448087,801.5271217229911,60,2017,62.81439971686743,Dehn
